"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:02:05,8123895","mspaint.exe","20252","Load Image","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\mspaint.exe","SUCCESS","Image Base: 0x7ff6572f0000, Image Size: 0x419000"
"15:02:05,8127998","mspaint.exe","20252","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ffcc9a80000, Image Size: 0x267000"
"15:02:05,8130217","mspaint.exe","20252","CreateFile","C:\Windows\Prefetch\MSPAINT.EXE-03F330A0.pf","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,8133568","mspaint.exe","20252","ReadFile","C:\Windows\Prefetch\MSPAINT.EXE-03F330A0.pf","SUCCESS","Offset: 0, Length: 70 651, Priority: Normal"
"15:02:05,8134299","mspaint.exe","20252","ReadFile","C:\Windows\Prefetch\MSPAINT.EXE-03F330A0.pf","SUCCESS","Offset: 0, Length: 70 651, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"15:02:05,9358190","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","REPARSE","Desired Access: Read"
"15:02:05,9361221","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","Desired Access: Read"
"15:02:05,9361753","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\ACP","SUCCESS","Type: REG_SZ, Length: 10, Data: 1251"
"15:02:05,9362634","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\OEMCP","SUCCESS","Type: REG_SZ, Length: 8, Data: 866"
"15:02:05,9367275","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"15:02:05,9373443","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"15:02:05,9373923","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"15:02:05,9381005","mspaint.exe","20252","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"15:02:05,9387128","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"15:02:05,9388024","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","REPARSE GLOBAL","Desired Access: Query Value, Enumerate Sub Keys"
"15:02:05,9389417","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"15:02:05,9390492","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\mspaint.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"15:02:05,9393155","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\41911A28A3BC10B5","BUFFER TOO SMALL","Length: 0"
"15:02:05,9394575","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\41911A28A3BC10B5","SUCCESS","Type: REG_BINARY, Length: 72"
"15:02:05,9398121","mspaint.exe","20252","CreateFile","C:\Users\trofi","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9401856","mspaint.exe","20252","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ffcc79a0000, Image Size: 0xcb000"
"15:02:05,9404620","mspaint.exe","20252","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ffcc6c50000, Image Size: 0x402000"
"15:02:05,9413948","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"15:02:05,9415095","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"15:02:05,9418524","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b749553b-d950-5e03-6282-3145a61b1002","NAME NOT FOUND","Length: 528"
"15:02:05,9418922","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b749553b-d950-5e03-6282-3145a61b1002","NAME NOT FOUND","Length: 528"
"15:02:05,9419692","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read"
"15:02:05,9420012","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read"
"15:02:05,9421145","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"15:02:05,9421616","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"15:02:05,9425438","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"15:02:05,9426525","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"15:02:05,9427127","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"15:02:05,9427596","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"15:02:05,9430853","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","REPARSE GLOBAL","Desired Access: Query Value"
"15:02:05,9431415","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","Desired Access: Query Value"
"15:02:05,9431759","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"15:02:05,9432749","mspaint.exe","20252","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"15:02:05,9434425","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"15:02:05,9434703","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"15:02:05,9435060","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:02:05,9439127","mspaint.exe","20252","Load Image","C:\Windows\System32\combase.dll","SUCCESS","Image Base: 0x7ffcc8cb0000, Image Size: 0x385000"
"15:02:05,9441776","mspaint.exe","20252","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ffcc7210000, Image Size: 0x14c000"
"15:02:05,9447069","mspaint.exe","20252","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7ffcc9220000, Image Size: 0x118000"
"15:02:05,9449324","mspaint.exe","20252","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x7ffcc8b40000, Image Size: 0xd9000"
"15:02:05,9450656","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9451557","mspaint.exe","20252","Load Image","C:\Windows\System32\msvcp_win.dll","SUCCESS","Image Base: 0x7ffcc76c0000, Image Size: 0xa3000"
"15:02:05,9453625","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9454027","mspaint.exe","20252","Load Image","C:\Windows\System32\SHCore.dll","SUCCESS","Image Base: 0x7ffcc7a70000, Image Size: 0xfb000"
"15:02:05,9455780","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9457130","mspaint.exe","20252","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x7ffcc9410000, Image Size: 0x1cf000"
"15:02:05,9457720","mspaint.exe","20252","CreateFile","C:\Windows\System32\powrprof.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9457816","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PROPSYS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9459206","mspaint.exe","20252","Load Image","C:\Windows\System32\win32u.dll","SUCCESS","Image Base: 0x7ffcc7060000, Image Size: 0x27000"
"15:02:05,9460420","mspaint.exe","20252","Load Image","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll","SUCCESS","Image Base: 0x7ffc26fb0000, Image Size: 0x85000"
"15:02:05,9461527","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\PROPSYS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9462312","mspaint.exe","20252","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7ffcc9600000, Image Size: 0x2b000"
"15:02:05,9462820","mspaint.exe","20252","CreateFile","C:\Windows\System32\powrprof.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9466023","mspaint.exe","20252","Load Image","C:\Windows\System32\gdi32full.dll","SUCCESS","Image Base: 0x7ffcc7590000, Image Size: 0x129000"
"15:02:05,9467952","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\PROPSYS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9469678","mspaint.exe","20252","Load Image","C:\Windows\System32\coml2.dll","SUCCESS","Image Base: 0x7ffcc7be0000, Image Size: 0x7c000"
"15:02:05,9472093","mspaint.exe","20252","Load Image","C:\Windows\System32\bcryptprimitives.dll","SUCCESS","Image Base: 0x7ffcc7090000, Image Size: 0xac000"
"15:02:05,9473536","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\dwmapi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9474939","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00.uwpdesktop_14.0.33728.0_x64__8wekyb3d8bbwe\PROPSYS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9477002","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\dwmapi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9479412","mspaint.exe","20252","Load Image","C:\Windows\System32\comdlg32.dll","SUCCESS","Image Base: 0x7ffcc9040000, Image Size: 0xf5000"
"15:02:05,9481215","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PROPSYS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9481760","mspaint.exe","20252","Load Image","C:\Windows\System32\powrprof.dll","SUCCESS","Image Base: 0x7ffcc5740000, Image Size: 0x5e000"
"15:02:05,9482017","mspaint.exe","20252","Load Image","C:\Windows\System32\shlwapi.dll","SUCCESS","Image Base: 0x7ffcc7b70000, Image Size: 0x66000"
"15:02:05,9483345","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\dwmapi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9484178","mspaint.exe","20252","CreateFile","C:\Windows\System32\propsys.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9486531","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide\AssemblyStorageRoots","NAME NOT FOUND","Desired Access: Enumerate Sub Keys"
"15:02:05,9488272","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00.uwpdesktop_14.0.33728.0_x64__8wekyb3d8bbwe\dwmapi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9492279","mspaint.exe","20252","CreateFile","C:\Windows\System32\ntmarta.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9492936","mspaint.exe","20252","CreateFile","C:\Windows\System32\propsys.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9493325","mspaint.exe","20252","Load Image","C:\Windows\System32\shell32.dll","SUCCESS","Image Base: 0x7ffcc81f0000, Image Size: 0x798000"
"15:02:05,9496103","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\dwmapi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9496792","mspaint.exe","20252","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7ffcc78d0000, Image Size: 0xbc000"
"15:02:05,9500223","mspaint.exe","20252","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ffcc7820000, Image Size: 0xa9000"
"15:02:05,9500312","mspaint.exe","20252","Load Image","C:\Windows\System32\propsys.dll","SUCCESS","Image Base: 0x7ffcc1260000, Image Size: 0xf5000"
"15:02:05,9503462","mspaint.exe","20252","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ffcc9150000, Image Size: 0xa9000"
"15:02:05,9506081","mspaint.exe","20252","CreateFile","C:\Windows\System32\dwmapi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9506492","mspaint.exe","20252","CreateFile","C:\Windows\System32\ntmarta.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9506665","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9507160","mspaint.exe","20252","Load Image","C:\Windows\System32\ole32.dll","SUCCESS","Image Base: 0x7ffcc8990000, Image Size: 0x19a000"
"15:02:05,9510714","mspaint.exe","20252","CreateFile","C:\Windows\System32\dwmapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9510782","mspaint.exe","20252","Load Image","C:\Windows\System32\ntmarta.dll","SUCCESS","Image Base: 0x7ffcc5b30000, Image Size: 0x36000"
"15:02:05,9513083","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9514650","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9516016","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9516610","mspaint.exe","20252","Load Image","C:\Windows\System32\dwmapi.dll","SUCCESS","Image Base: 0x7ffcc36e0000, Image Size: 0x2f000"
"15:02:05,9520503","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9520842","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9521716","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\BasePaint.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9522675","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintTools.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9525380","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\BasePaint.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9525850","mspaint.exe","20252","Load Image","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll","SUCCESS","Image Base: 0x7ffc27040000, Image Size: 0xe3000"
"15:02:05,9526397","mspaint.exe","20252","Load Image","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll","SUCCESS","Image Base: 0x7ffc26ea0000, Image Size: 0x102000"
"15:02:05,9528365","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\BasePaint.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9528871","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\PaintTools.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9530275","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00.uwpdesktop_14.0.33728.0_x64__8wekyb3d8bbwe\BasePaint.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9533626","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\PaintTools.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9535131","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\AIServices.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9535459","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PGS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9538064","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00.uwpdesktop_14.0.33728.0_x64__8wekyb3d8bbwe\PaintTools.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9539086","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\BasePaint.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9539280","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\AIServices.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9539693","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\PGS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9541885","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\AIServices.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9541945","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PaintTools.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9543054","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\PGS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9543972","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\BasePaint.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
