"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:02:07,2195260","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonCollapsibleGroup\Private","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2196302","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2196875","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read"
"15:02:07,2197749","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read"
"15:02:07,2198032","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2198647","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","SUCCESS","Desired Access: Read"
"15:02:07,2199930","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-1954885551-2068432198-3101717203-1001","SUCCESS","Desired Access: Read"
"15:02:07,2203014","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\4^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2203570","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\0^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2204137","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269","SUCCESS","Desired Access: Read"
"15:02:07,2204377","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","BUFFER OVERFLOW","Length: 144"
"15:02:07,2204589","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","SUCCESS","Type: REG_SZ, Length: 154, Data: C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe"
"15:02:07,2204854","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\MutableLink","SUCCESS","Type: REG_NONE, Length: 0"
"15:02:07,2205923","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2206386","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read"
"15:02:07,2207081","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read"
"15:02:07,2207325","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2207904","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","SUCCESS","Desired Access: Read"
"15:02:07,2209599","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-1954885551-2068432198-3101717203-1001","SUCCESS","Desired Access: Read"
"15:02:07,2211661","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\4^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2212266","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\0^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2213401","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269","SUCCESS","Desired Access: Read"
"15:02:07,2213841","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","BUFFER OVERFLOW","Length: 144"
"15:02:07,2214588","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","SUCCESS","Type: REG_SZ, Length: 154, Data: C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe"
"15:02:07,2215231","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\MutableLink","SUCCESS","Type: REG_NONE, Length: 0"
"15:02:07,2218146","mspaint.exe","20252","CreateFile","C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\ActivationStore.dat","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:07,2220863","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\PaintUI.RibbonCollapsibleGroup","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2221454","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2221769","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2222062","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2222546","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2223496","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Appx","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2224012","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx","SUCCESS","Desired Access: Read"
"15:02:07,2224499","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx\PackageRepositoryRoot","BUFFER OVERFLOW","Length: 12"
"15:02:07,2224729","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx\PackageRepositoryRoot","SUCCESS","Type: REG_SZ, Length: 94, Data: C:\ProgramData\Microsoft\Windows\AppRepository"
"15:02:07,2226623","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Appx","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2227013","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx","SUCCESS","Desired Access: Read"
"15:02:07,2227405","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx\PackageRepositoryRoot","BUFFER OVERFLOW","Length: 12"
"15:02:07,2227600","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx\PackageRepositoryRoot","SUCCESS","Type: REG_SZ, Length: 94, Data: C:\ProgramData\Microsoft\Windows\AppRepository"
"15:02:07,2229867","mspaint.exe","20252","CreateFile","C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\ActivationStore.dat","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:07,2232332","mspaint.exe","20252","CreateFile","C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\ActivationStore.dat","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:07,2235024","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\PaintUI.RibbonControl","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2235666","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2236040","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2236536","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2236854","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2237226","mspaint.exe","20252","RegOpenKey","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId","SUCCESS","Desired Access: Read"
"15:02:07,2237552","mspaint.exe","20252","RegOpenKey","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonControl","SUCCESS","Desired Access: Read"
"15:02:07,2238379","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonControl\ActivationType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:02:07,2238727","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonControl\Server","NAME NOT FOUND","Length: 144"
"15:02:07,2238926","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonControl\DllPath","SUCCESS","Type: REG_EXPAND_SZ, Length: 42, Data: PaintApp\PaintUI.dll"
"15:02:07,2239203","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonControl\IsPackageRelativePath","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2239429","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonControl\Threading","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:02:07,2240786","mspaint.exe","20252","RegOpenKey","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonControl\CustomAttributes","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2241107","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonControl\Private","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2242070","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2242493","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read"
"15:02:07,2243227","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read"
"15:02:07,2243461","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2244822","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","SUCCESS","Desired Access: Read"
"15:02:07,2246466","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-1954885551-2068432198-3101717203-1001","SUCCESS","Desired Access: Read"
"15:02:07,2248530","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\4^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2249120","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\0^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2249683","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269","SUCCESS","Desired Access: Read"
"15:02:07,2249916","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","BUFFER OVERFLOW","Length: 144"
"15:02:07,2250131","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","SUCCESS","Type: REG_SZ, Length: 154, Data: C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe"
"15:02:07,2250391","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\MutableLink","SUCCESS","Type: REG_NONE, Length: 0"
"15:02:07,2255430","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2256327","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read"
"15:02:07,2258239","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read"
"15:02:07,2258477","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2259143","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","SUCCESS","Desired Access: Read"
"15:02:07,2260524","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-1954885551-2068432198-3101717203-1001","SUCCESS","Desired Access: Read"
"15:02:07,2261720","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\4^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2262226","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\0^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2262797","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269","SUCCESS","Desired Access: Read"
"15:02:07,2263055","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","BUFFER OVERFLOW","Length: 144"
"15:02:07,2263265","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","SUCCESS","Type: REG_SZ, Length: 154, Data: C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe"
"15:02:07,2263571","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\MutableLink","SUCCESS","Type: REG_NONE, Length: 0"
"15:02:07,2266308","mspaint.exe","20252","CreateFile","C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\ActivationStore.dat","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:07,2268507","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\PaintUI.RibbonControl","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2269222","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2269469","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2269803","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2271116","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2271794","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Appx","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2272203","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx","SUCCESS","Desired Access: Read"
"15:02:07,2272992","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx\PackageRepositoryRoot","BUFFER OVERFLOW","Length: 12"
"15:02:07,2273312","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx\PackageRepositoryRoot","SUCCESS","Type: REG_SZ, Length: 94, Data: C:\ProgramData\Microsoft\Windows\AppRepository"
"15:02:07,2274063","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Appx","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2274446","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx","SUCCESS","Desired Access: Read"
"15:02:07,2275268","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx\PackageRepositoryRoot","BUFFER OVERFLOW","Length: 12"
"15:02:07,2275478","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Appx\PackageRepositoryRoot","SUCCESS","Type: REG_SZ, Length: 94, Data: C:\ProgramData\Microsoft\Windows\AppRepository"
"15:02:07,2278353","mspaint.exe","20252","CreateFile","C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\ActivationStore.dat","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:07,2281483","mspaint.exe","20252","CreateFile","C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\ActivationStore.dat","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:07,2284072","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\PaintUI.RibbonGroup","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2284539","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2284834","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2285114","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2285353","mspaint.exe","20252","RegOpenKey","HKCR\ActivatableClasses\Package\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2285821","mspaint.exe","20252","RegOpenKey","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId","SUCCESS","Desired Access: Read"
"15:02:07,2286110","mspaint.exe","20252","RegOpenKey","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonGroup","SUCCESS","Desired Access: Read"
"15:02:07,2286686","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonGroup\ActivationType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:02:07,2286987","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonGroup\Server","NAME NOT FOUND","Length: 144"
"15:02:07,2287154","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonGroup\DllPath","SUCCESS","Type: REG_EXPAND_SZ, Length: 42, Data: PaintApp\PaintUI.dll"
"15:02:07,2287418","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonGroup\IsPackageRelativePath","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2287703","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonGroup\Threading","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:02:07,2288399","mspaint.exe","20252","RegOpenKey","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonGroup\CustomAttributes","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2288616","mspaint.exe","20252","RegQueryValue","\REGISTRY\A\{4D61F8C3-9F09-4856-A71B-239963629241}\ActivatableClassId\PaintUI.RibbonGroup\Private","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2289223","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","REPARSE GLOBAL","Desired Access: Read"
"15:02:07,2290068","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read"
"15:02:07,2291041","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read"
"15:02:07,2291449","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:02:07,2292625","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe","SUCCESS","Desired Access: Read"
"15:02:07,2295709","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-1954885551-2068432198-3101717203-1001","SUCCESS","Desired Access: Read"
"15:02:07,2298368","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\4^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2298996","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageExternalLocation\Index\UserAndPackage\0^269","NAME NOT FOUND","Desired Access: Read"
"15:02:07,2299530","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269","SUCCESS","Desired Access: Read"
"15:02:07,2300113","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\269\InstalledLocation","BUFFER OVERFLOW","Length: 144"
